Camera,Timestamp,Year,Month,Total Offenses,Total Unique Offenders,New Offenders This Month,Repeat Offenders,Repeat Offenders Within The Year,Repeat Offenders Within Past 6 Months,Repeat Offenders Within The Month
5885 N RIDGE AVE,2,2014,6,1341,1215,616,77,77,77,31
5885 N RIDGE AVE,3,2014,7,2116,1863,648,127,127,127,45
5885 N RIDGE AVE,4,2014,8,2785,2412,549,120,120,120,30
5885 N RIDGE AVE,5,2014,9,3368,2888,476,107,107,107,20
5885 N RIDGE AVE,6,2014,10,4046,3444,556,122,122,122,24
5885 N RIDGE AVE,7,2014,11,4528,3828,384,98,98,98,15
5885 N RIDGE AVE,8,2014,12,4890,4119,291,71,71,71,9
5885 N RIDGE AVE,9,2015,1,5282,4445,326,66,66,56,6
5885 N RIDGE AVE,10,2015,2,5616,4718,273,61,61,52,5
5885 N RIDGE AVE,11,2015,3,6185,5185,467,102,102,82,18
5885 N RIDGE AVE,12,2015,4,6635,5558,373,77,77,57,10
5885 N RIDGE AVE,13,2015,5,7132,5966,408,89,89,60,8
5885 N RIDGE AVE,14,2015,6,7600,6332,366,102,101,71,10
5885 N RIDGE AVE,15,2015,7,8186,6814,482,104,100,70,16
5885 N RIDGE AVE,16,2015,8,8708,7219,405,117,107,83,13
5885 N RIDGE AVE,17,2015,9,8960,7413,194,58,53,39,6
5885 N RIDGE AVE,18,2015,10,9376,7742,329,87,79,66,16
5885 N RIDGE AVE,19,2015,11,9982,8236,494,112,94,73,18
5885 N RIDGE AVE,20,2015,12,10596,8709,473,141,120,92,24
5885 N RIDGE AVE,21,2016,1,11132,9117,408,128,112,91,13
5885 N RIDGE AVE,22,2016,2,11684,9532,415,137,116,93,13
5885 N RIDGE AVE,23,2016,3,12277,9990,458,135,113,91,28
5885 N RIDGE AVE,24,2016,4,12838,10421,431,130,108,94,18
5885 N RIDGE AVE,25,2016,5,13367,10812,391,138,113,90,17
5885 N RIDGE AVE,26,2016,6,13764,11140,328,69,55,44,13
5885 N RIDGE AVE,27,2016,7,13976,11310,170,42,30,18,0
5885 N RIDGE AVE,28,2016,8,14091,11409,99,16,13,10,2
5885 N RIDGE AVE,29,2016,9,14385,11642,233,61,50,41,7
5885 N RIDGE AVE,30,2016,10,14501,11735,93,23,17,12,2
5885 N RIDGE AVE,31,2016,11,14985,12126,391,93,59,37,6
5885 N RIDGE AVE,32,2016,12,15713,12695,569,159,119,87,34
5885 N RIDGE AVE,33,2017,1,16489,13303,608,168,123,82,23
5885 N RIDGE AVE,34,2017,2,17262,13898,595,178,124,91,14
5885 N RIDGE AVE,35,2017,3,17785,14311,413,110,84,71,13
5885 N RIDGE AVE,36,2017,4,18297,14733,422,90,70,58,9
5885 N RIDGE AVE,37,2017,5,18839,15145,412,130,101,94,13
5885 N RIDGE AVE,38,2017,6,19329,15521,376,114,73,67,13
5885 N RIDGE AVE,39,2017,7,19959,15996,475,155,104,95,23
5885 N RIDGE AVE,40,2017,8,20482,16409,413,110,85,71,14
5885 N RIDGE AVE,41,2017,9,21015,16801,392,141,98,69,10
5885 N RIDGE AVE,42,2017,10,21620,17282,481,124,98,81,10
5885 N RIDGE AVE,43,2017,11,22198,17723,441,137,109,88,12
5885 N RIDGE AVE,44,2017,12,22853,18237,514,141,109,78,14
5885 N RIDGE AVE,45,2018,1,23457,18697,460,144,113,84,15
5885 N RIDGE AVE,46,2018,2,23905,19037,340,108,84,63,5
5885 N RIDGE AVE,47,2018,3,24539,19535,498,136,100,76,14
5885 N RIDGE AVE,48,2018,4,24993,19887,352,102,74,47,7
5885 N RIDGE AVE,48,2018,5,24993,19887,0,0,0,0,0
6125 N CICERO AVE,1,2014,4,26,26,26,0,0,0,0
6125 N CICERO AVE,2,2014,5,463,412,386,51,51,51,47
6125 N CICERO AVE,3,2014,6,697,610,198,36,36,36,12
6125 N CICERO AVE,3,2014,7,697,610,0,0,0,0,0
6125 N CICERO AVE,3,2014,8,697,610,0,0,0,0,0
6125 N CICERO AVE,4,2014,9,1312,1112,502,113,113,113,80
6125 N CICERO AVE,5,2014,10,1858,1561,449,97,97,97,27
6125 N CICERO AVE,6,2014,11,2123,1773,212,53,53,53,10
6125 N CICERO AVE,7,2014,12,2429,2040,267,39,39,39,12
6125 N CICERO AVE,8,2015,1,2642,2225,185,28,28,27,6
6125 N CICERO AVE,9,2015,2,2864,2412,187,35,35,35,8
6125 N CICERO AVE,10,2015,3,3223,2715,303,56,56,50,11
6125 N CICERO AVE,11,2015,4,3499,2944,229,47,47,38,8
6125 N CICERO AVE,12,2015,5,3803,3193,249,55,55,50,12
6125 N CICERO AVE,13,2015,6,4076,3425,232,41,41,24,9
6125 N CICERO AVE,13,2015,7,4076,3425,0,0,0,0,0
6125 N CICERO AVE,13,2015,8,4076,3425,0,0,0,0,0
6125 N CICERO AVE,14,2015,9,4274,3584,159,39,39,25,13
6125 N CICERO AVE,15,2015,10,4493,3775,191,28,27,23,9
6125 N CICERO AVE,16,2015,11,4620,3882,107,20,20,18,4
6125 N CICERO AVE,17,2015,12,4739,3977,95,24,23,18,2
6125 N CICERO AVE,18,2016,1,4915,4117,140,36,33,26,4
6125 N CICERO AVE,19,2016,2,5070,4254,137,18,14,7,1
6125 N CICERO AVE,20,2016,3,5236,4391,137,29,22,16,4
6125 N CICERO AVE,21,2016,4,5321,4465,74,11,9,8,1
6125 N CICERO AVE,22,2016,5,5466,4594,129,16,14,13,2
6125 N CICERO AVE,23,2016,6,5633,4735,141,26,24,18,4
6125 N CICERO AVE,23,2016,7,5633,4735,0,0,0,0,0
6125 N CICERO AVE,23,2016,8,5633,4735,0,0,0,0,0
6125 N CICERO AVE,24,2016,9,5818,4891,156,29,21,19,7
6125 N CICERO AVE,25,2016,10,6016,5059,168,30,21,17,5
6125 N CICERO AVE,26,2016,11,6209,5213,154,39,32,27,13
6125 N CICERO AVE,27,2016,12,6365,5339,126,30,24,20,1
6125 N CICERO AVE,28,2017,1,6466,5428,89,12,10,6,2
6125 N CICERO AVE,29,2017,2,6665,5588,160,39,32,28,6
6125 N CICERO AVE,30,2017,3,6852,5740,152,35,33,31,8
6125 N CICERO AVE,31,2017,4,6983,5853,113,18,11,11,4
6125 N CICERO AVE,32,2017,5,7151,5994,141,27,24,20,2
6125 N CICERO AVE,33,2017,6,7232,6060,66,15,13,12,1
6125 N CICERO AVE,33,2017,7,7232,6060,0,0,0,0,0
6125 N CICERO AVE,33,2017,8,7232,6060,0,0,0,0,0
6125 N CICERO AVE,34,2017,9,7321,6139,79,10,7,6,2
6125 N CICERO AVE,35,2017,10,7424,6226,87,16,14,13,2
6125 N CICERO AVE,36,2017,11,7487,6274,48,15,12,11,0
6125 N CICERO AVE,37,2017,12,7564,6333,59,18,14,12,1
6125 N CICERO AVE,38,2018,1,7614,6373,40,10,7,6,1
6125 N CICERO AVE,39,2018,2,7656,6408,35,7,5,2,1
6125 N CICERO AVE,40,2018,3,7737,6478,70,11,10,9,8
6125 N CICERO AVE,41,2018,4,7795,6528,50,8,4,3,1
6125 N CICERO AVE,41,2018,5,7795,6528,0,0,0,0,0
62 E 95TH,1,2013,11,14,14,14,0,0,0,0
62 E 95TH,2,2013,12,113,103,89,10,10,10,5
62 E 95TH,3,2014,1,155,143,40,2,2,2,0
62 E 95TH,4,2014,2,181,167,24,2,2,2,1
62 E 95TH,5,2014,3,269,248,81,7,7,7,4
62 E 95TH,6,2014,4,412,371,123,20,20,20,7
62 E 95TH,7,2014,5,584,525,154,18,18,18,5
62 E 95TH,8,2014,6,724,647,122,18,18,18,1
62 E 95TH,9,2014,7,842,754,107,11,11,11,4
62 E 95TH,10,2014,8,984,884,130,12,12,12,6
62 E 95TH,11,2014,9,1104,986,102,18,18,17,2
62 E 95TH,12,2014,10,1274,1135,149,21,21,19,5
62 E 95TH,13,2014,11,1482,1315,180,28,28,27,5
62 E 95TH,14,2014,12,1744,1536,221,41,41,31,5
62 E 95TH,15,2015,1,1930,1693,157,29,29,27,7
62 E 95TH,16,2015,2,2070,1816,123,17,17,13,3
62 E 95TH,17,2015,3,2294,2000,184,40,39,34,12
62 E 95TH,18,2015,4,2531,2207,207,30,29,26,5
62 E 95TH,19,2015,5,2794,2431,224,39,38,37,15
62 E 95TH,20,2015,6,3091,2680,249,48,48,40,6
62 E 95TH,21,2015,7,3360,2903,223,46,44,38,7
62 E 95TH,22,2015,8,3577,3079,176,41,39,37,7
62 E 95TH,23,2015,9,3808,3275,196,35,32,30,6
62 E 95TH,24,2015,10,4092,3502,227,57,54,50,13
62 E 95TH,25,2015,11,4346,3697,195,59,56,49,8
62 E 95TH,26,2015,12,4581,3886,189,46,44,36,6
62 E 95TH,27,2016,1,4810,4069,183,46,40,27,5
62 E 95TH,28,2016,2,5019,4237,168,41,38,30,5
62 E 95TH,29,2016,3,5238,4420,183,36,31,28,6
62 E 95TH,30,2016,4,5502,4632,212,52,50,43,8
62 E 95TH,31,2016,5,5772,4850,218,52,48,42,11
62 E 95TH,32,2016,6,6009,5040,190,47,41,31,6
62 E 95TH,33,2016,7,6274,5250,210,55,49,42,6
62 E 95TH,34,2016,8,6545,5455,205,66,57,44,8
62 E 95TH,35,2016,9,6762,5636,181,36,32,27,2
62 E 95TH,36,2016,10,7019,5826,190,67,62,56,12
62 E 95TH,37,2016,11,7252,6016,190,43,38,32,5
62 E 95TH,38,2016,12,7434,6161,145,37,28,19,1
62 E 95TH,39,2017,1,7624,6316,155,35,30,25,1
62 E 95TH,40,2017,2,7835,6486,170,41,34,26,5
62 E 95TH,41,2017,3,8067,6661,175,57,50,39,10
62 E 95TH,42,2017,4,8260,6814,153,40,34,28,5
62 E 95TH,43,2017,5,8495,6986,172,63,53,41,9
62 E 95TH,44,2017,6,8629,7091,105,29,26,20,1
62 E 95TH,45,2017,7,8733,7171,80,24,18,15,0
62 E 95TH,46,2017,8,8882,7298,127,22,17,13,5
62 E 95TH,47,2017,9,9057,7431,133,42,35,30,6
62 E 95TH,48,2017,10,9221,7556,125,39,31,26,7
62 E 95TH,49,2017,11,9382,7683,127,34,30,27,3
62 E 95TH,50,2017,12,9523,7798,115,26,19,13,0
62 E 95TH,51,2018,1,9682,7931,133,26,21,17,3
62 E 95TH,52,2018,2,9785,8015,84,19,16,11,1
62 E 95TH,53,2018,3,9978,8169,154,39,31,23,5
62 E 95TH,54,2018,4,10152,8307,138,36,30,20,3
62 E 95TH,54,2018,5,10152,8307,0,0,0,0,0
6226 W IRVING PARK RD,1,2014,6,489,451,451,38,38,38,38
6226 W IRVING PARK RD,2,2014,7,1425,1272,821,115,115,115,74
6226 W IRVING PARK RD,3,2014,8,2293,2020,748,120,120,120,45
6226 W IRVING PARK RD,4,2014,9,3028,2653,633,102,102,102,30
6226 W IRVING PARK RD,5,2014,10,3753,3273,620,105,105,105,18
6226 W IRVING PARK RD,6,2014,11,4198,3660,387,58,58,58,13
6226 W IRVING PARK RD,7,2014,12,5350,4675,1015,137,137,137,53
6226 W IRVING PARK RD,8,2015,1,6216,5397,722,144,144,138,36
6226 W IRVING PARK RD,9,2015,2,6791,5867,470,105,105,101,22
6226 W IRVING PARK RD,10,2015,3,7814,6722,855,168,168,150,39
6226 W IRVING PARK RD,11,2015,4,8849,7565,843,192,192,167,45
6226 W IRVING PARK RD,12,2015,5,9677,8231,666,162,162,136,21
6226 W IRVING PARK RD,13,2015,6,10327,8767,536,114,114,94,25
6226 W IRVING PARK RD,14,2015,7,11311,9562,795,189,189,161,55
6226 W IRVING PARK RD,15,2015,8,12289,10338,776,202,194,151,39
6226 W IRVING PARK RD,16,2015,9,13206,11087,749,168,164,134,28
6226 W IRVING PARK RD,17,2015,10,14044,11769,682,156,144,119,24
6226 W IRVING PARK RD,18,2015,11,14819,12412,643,132,121,97,20
6226 W IRVING PARK RD,19,2015,12,15408,12895,483,106,92,62,14
6226 W IRVING PARK RD,20,2016,1,16054,13418,523,123,98,64,8
6226 W IRVING PARK RD,21,2016,2,16692,13937,519,119,102,80,21
6226 W IRVING PARK RD,22,2016,3,17398,14518,581,125,119,91,11
